,mono,pdc,cdc
1378,GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP,GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,GSE26488_WT_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP
1379,GO_NEPHRON_EPITHELIUM_DEVELOPMENT,GO_ACID_SECRETION,GSE14308_TH2_VS_NATURAL_TREG_UP
1380,GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP,GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP,GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS
1381,GSE46025_WT_VS_FOXO1_KO_KLRG1_LOW_CD8_EFFECTOR_TCELL_UP,GO_MYOTUBE_DIFFERENTIATION,GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP
1382,GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_UP,GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP,GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP
1383,GO_STEROL_HOMEOSTASIS,GO_ESTABLISHMENT_OF_CELL_POLARITY,GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP
1384,GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP,GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION
1385,GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP,GO_MULTICELLULAR_ORGANISMAL_MACROMOLECULE_METABOLIC_PROCESS,GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY
1386,GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP,GO_REGULATION_OF_VESICLE_FUSION,GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP
1387,GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP,GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP,GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP
1388,GO_POSITIVE_REGULATION_OF_NEURON_DEATH,GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP,GSE30083_SP1_VS_SP2_THYMOCYTE_UP
1389,GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP
1390,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP,GO_CARDIAC_SEPTUM_DEVELOPMENT,GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP
1391,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP,GO_ARTERY_DEVELOPMENT,GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_UP
1392,GSE29618_BCELL_VS_MDC_UP,GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP,GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_UP
1393,GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP,GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP,GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP
1394,GSE43955_1H_VS_20H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_UP,GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_UP
1395,GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP,GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP,GO_REGULATION_OF_CELLULAR_PH
1396,GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_UP,GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_UP
1397,GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT,GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION
1398,GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_UP,GSE14350_TREG_VS_TEFF_UP,GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP
1399,GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_UP,GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_UP,GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP
1400,GO_ENDODERM_DEVELOPMENT,GSE22045_TREG_VS_TCONV_UP,GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP
1401,GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_UP,GO_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION,GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING
1402,GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP,GSE17721_0.5H_VS_12H_CPG_BMDC_UP,GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_UP
1403,GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP,GO_CHROMOSOME_LOCALIZATION,GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP
1404,GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,GSE3039_ALPHAALPHA_CD8_TCELL_VS_B1_BCELL_UP,GO_NEUTRAL_LIPID_METABOLIC_PROCESS
1405,GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP,GSE2706_2H_VS_8H_LPS_STIM_DC_UP,GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP
1406,GSE43955_1H_VS_10H_ACT_CD4_TCELL_UP,GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP,GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP
1407,GSE30083_SP3_VS_SP4_THYMOCYTE_UP,GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP,GSE22611_NOD2_VS_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP
1408,GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_ROSIGLITAZONE_TREATED_UP,GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP,GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP
1409,GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP,GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP,GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP
1410,GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP,GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP,GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT
1411,GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_LPS_STIM_UP,GO_TISSUE_MIGRATION,GO_ACTION_POTENTIAL
1412,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP,GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_UP
1413,GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP,GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_UP,GSE10325_CD4_TCELL_VS_BCELL_UP
1414,GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP,GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP
1415,GO_POSITIVE_REGULATION_OF_OSSIFICATION,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_UP,GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP
1416,GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP,GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST
1417,GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_UP,GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP,GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_UP
1418,GO_ORGANELLE_MEMBRANE_FUSION,GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_UP,GO_MEIOTIC_CHROMOSOME_SEGREGATION
1419,GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP,GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_52H_UP
1420,GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP,GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP,GO_LEUKOCYTE_HOMEOSTASIS
1421,GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP,GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_UP
1422,GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP,GSE13306_TREG_RA_VS_TCONV_RA_UP,GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION
1423,GSE13306_TREG_VS_TCONV_SPLEEN_UP,GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP,GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP
1424,GSE10240_IL22_VS_IL22_AND_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,GO_CARDIAC_VENTRICLE_MORPHOGENESIS,GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP
1425,GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP,GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP,GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP
1426,GSE27786_CD4_TCELL_VS_NKTCELL_UP,GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP,GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP
1427,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP,GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP,GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP
1428,GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP,GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION,GO_OVARIAN_FOLLICLE_DEVELOPMENT
1429,GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP,GSE21927_SPLENIC_C26GM_TUMOROUS_VS_4T1_TUMOR_MONOCYTES_UP,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
1430,GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP,GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP
1431,GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP,GSE23695_CD57_POS_VS_NEG_NK_CELL_UP
1432,GSE21546_WT_VS_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP,GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE
1433,GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP,GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP,GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STIMULUS
1434,GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP,GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_UP,GO_REGULATION_OF_ATPASE_ACTIVITY
1435,GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP,GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_UP,GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_45MIN_UP
1436,GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP,GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP,GO_REGULATION_OF_CILIUM_ASSEMBLY
1437,GSE2585_CTEC_VS_THYMIC_DC_UP,GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP,GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS
1438,GSE17721_LPS_VS_CPG_8H_BMDC_UP,GO_ENDOTHELIAL_CELL_MIGRATION,GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP
1439,GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP,GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP,GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_UP
1440,GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP,GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP,GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC
1441,GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_UP,GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_UP
1442,GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP,GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP
1443,GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_UP
1444,GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP,GO_POSITIVE_REGULATION_OF_OSSIFICATION
1445,GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION,GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP
1446,GO_MESONEPHROS_DEVELOPMENT,GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP
1447,GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_UP,GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP,GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION
1448,GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_UP,GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP,GSE17580_TREG_VS_TEFF_UP
1449,GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP
1450,GO_VESICLE_TARGETING,GSE16385_MONOCYTE_VS_MACROPHAGE_UP,GSE3982_CTRL_VS_LPS_4H_MAC_UP
1451,GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO_DEMETHYLATION,GO_REGULATION_OF_DENDRITE_MORPHOGENESIS
1452,GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP,GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GSE40443_INDUCED_VS_TOTAL_TREG_UP
1453,GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP,GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_UP,GO_PALATE_DEVELOPMENT
1454,GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP,GO_REGULATION_OF_GLIOGENESIS,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION
1455,GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP,GO_MICROTUBULE_BUNDLE_FORMATION
1456,GSE17721_LPS_VS_CPG_16H_BMDC_UP,GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP,GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_UP
1457,GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP,GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP,GSE17721_LPS_VS_POLYIC_0.5H_BMDC_UP
1458,GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_UP,GO_POSITIVE_REGULATION_OF_EXOCYTOSIS,GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP
1459,GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP,GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP,GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP
1460,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP,GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP,GO_DNA_METHYLATION_OR_DEMETHYLATION
1461,GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP,GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE
1462,GSE16385_MONOCYTE_VS_MACROPHAGE_UP,GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_UP,GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_UP
1463,GSE30083_SP2_VS_SP4_THYMOCYTE_UP,GSE9037_WT_VS_IRAK4_KO_BMDM_UP,GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP
1464,GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_UP,GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_UP,GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP
1465,GSE42724_B1_BCELL_VS_PLASMABLAST_UP,GSE4142_PLASMA_CELL_VS_GC_BCELL_UP,GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_UP
1466,GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,GSE557_WT_VS_I_AB_KO_DC_UP,GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP
1467,GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,GSE5960_TH1_VS_ANERGIC_TH1_UP,GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP
1468,GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_UP,GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP,GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_UP
1469,GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,GSE6875_TCONV_VS_TREG_UP,GO_POSITIVE_REGULATION_OF_CHROMATIN_MODIFICATION
1470,GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP,GSE7831_1H_VS_4H_CPG_STIM_PDC_UP,GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS
1471,GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP,GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP
1472,GSE17721_CTRL_VS_POLYIC_6H_BMDC_UP,GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP,GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP
1473,GSE24492_LYVE_NEG_VS_POS_MACROPHAGE_UP,GO_REGULATION_OF_CHROMOSOME_SEGREGATION,GSE17721_LPS_VS_CPG_12H_BMDC_UP
1474,GSE11924_TFH_VS_TH2_CD4_TCELL_UP,GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP,GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_UP
1475,GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP,GSE22886_NAIVE_CD4_TCELL_VS_DC_UP
1476,GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_UP,GSE22229_RENAL_TRANSPLANT_IMMUNOSUPP_THERAPY_VS_HEALTHY_PBMC_UP,GO_METANEPHROS_DEVELOPMENT
1477,GSE11961_PLASMA_CELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP,GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP,GO_RESPONSE_TO_HEAT
1478,GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP,GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP,GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP
1479,GSE45365_BCELL_VS_CD8_TCELL_UP,GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP,GO_VESICLE_DOCKING
1480,GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP,GSE40685_NAIVE_CD4_TCELL_VS_TREG_UP,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_UP
1481,GSE11924_TH1_VS_TH17_CD4_TCELL_UP,GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION,GO_PHOTOTRANSDUCTION
1482,GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP,GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_UP,GSE20715_0H_VS_6H_OZONE_TLR4_KO_LUNG_UP
1483,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP,GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP,GO_STRIATED_MUSCLE_CONTRACTION
1484,GO_CARDIOCYTE_DIFFERENTIATION,GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP
1485,GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GSE3982_EOSINOPHIL_VS_MAC_UP
1486,GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP,GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP
1487,GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP,GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP
1488,GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_UP,GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP,GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP
1489,GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP,GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP
1490,GSE28237_EARLY_VS_LATE_GC_BCELL_UP,GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GSE34515_CD16_POS_MONOCYTE_VS_DC_UP
1491,GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP,GO_HISTONE_EXCHANGE
1492,GO_TETRAPYRROLE_METABOLIC_PROCESS,GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP,GO_ASSOCIATIVE_LEARNING
1493,GO_BODY_FLUID_SECRETION,GO_BODY_FLUID_SECRETION,GSE7852_THYMUS_VS_FAT_TCONV_UP
1494,GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_UP,GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP,GO_RESPONSE_TO_NICOTINE
1495,GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION,GSE17721_POLYIC_VS_CPG_4H_BMDC_UP,GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP
