,b,t
1315,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_UP,GO_POSITIVE_REGULATION_OF_NEURON_DEATH
1316,GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO_REGULATION_OF_CARTILAGE_DEVELOPMENT
1317,GSE24726_WT_VS_E2_2_KO_PDC_UP,GO_PROTEIN_HETEROTETRAMERIZATION
1318,GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP,GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_UP
1319,GSE4142_PLASMA_CELL_VS_GC_BCELL_UP,GSE24210_IL35_TREATED_VS_RESTING_TREG_UP
1320,GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP,GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP
1321,GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP,GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_UP
1322,GO_TISSUE_REGENERATION,GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP
1323,GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP,GO_MALE_MEIOSIS
1324,GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP,GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP
1325,GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP,GSE39864_WT_VS_GATA3_KO_TREG_UP
1326,GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP
1327,GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION
1328,GSE11961_FOLLICULAR_BCELL_VS_PLASMA_CELL_DAY7_UP,GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT
1329,GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING
1330,GO_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GSE17721_CTRL_VS_LPS_2H_BMDC_UP
1331,GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP,GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP
1332,GSE3982_EOSINOPHIL_VS_MAST_CELL_UP,GO_KIDNEY_MORPHOGENESIS
1333,GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP,GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY
1334,GO_SPERM_MOTILITY,GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP
1335,GO_POLYSACCHARIDE_METABOLIC_PROCESS,GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP
1336,GO_PIGMENT_METABOLIC_PROCESS,GO_ORGANELLE_MEMBRANE_FUSION
1337,GO_PHOTORECEPTOR_CELL_DIFFERENTIATION,GO_RESPONSE_TO_NICOTINE
1338,GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP
1339,GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_UP,GO_CYTOPLASMIC_TRANSLATION
1340,GO_NCRNA_TRANSCRIPTION,GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP
1341,GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP,GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP
1342,GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,GO_MYELOID_LEUKOCYTE_ACTIVATION
1343,GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS
1344,GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP,GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS
1345,GO_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP
1346,GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_UP,GSE30083_SP2_VS_SP3_THYMOCYTE_UP
1347,GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP,GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP
1348,GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION
1349,GO_REGULATION_OF_VASOCONSTRICTION,GO_PROTEIN_N_LINKED_GLYCOSYLATION
1350,GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_UP,GSE5960_TH1_VS_ANERGIC_TH1_UP
1351,GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP,GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP
1352,GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP,GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP
1353,GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP,GO_AMINO_ACID_ACTIVATION
1354,GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS,GSE7509_DC_VS_MONOCYTE_UP
1355,GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP,GO_GLUTATHIONE_METABOLIC_PROCESS
1356,GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP,GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP
1357,GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_UP,GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_UP
1358,GO_REGULATION_OF_DENDRITE_MORPHOGENESIS,GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT
1359,GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,GSE39022_LN_VS_SPLEEN_DC_UP
1360,GO_REGULATION_OF_GLUCOSE_TRANSPORT,GO_GRANULOCYTE_MIGRATION
1361,GO_ENDOTHELIUM_DEVELOPMENT,GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP
1362,GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP,GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_UP
1363,GO_CELLULAR_DEFENSE_RESPONSE,GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP
1364,GO_CELLULAR_RESPONSE_TO_CAMP,GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP
1365,GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP,GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_UP
1366,GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP,GO_SINGLE_ORGANISM_MEMBRANE_BUDDING
1367,GO_CARBOHYDRATE_TRANSPORT,GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS
1368,GSE19401_UNSTIM_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP
1369,GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP,GSE22229_RENAL_TRANSPLANT_IMMUNOSUPP_THERAPY_VS_HEALTHY_PBMC_UP
1370,GO_ENDOTHELIAL_CELL_DIFFERENTIATION,GSE411_UNSTIM_VS_400MIN_IL6_STIM_MACROPHAGE_UP
1371,GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP,GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP
1372,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP,GO_METENCEPHALON_DEVELOPMENT
1373,GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP,GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
1374,GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP,GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT
1375,GO_ACUTE_PHASE_RESPONSE,GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION
1376,GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP,GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_UP
1377,GO_RESPONSE_TO_GAMMA_RADIATION,GO_GLAND_MORPHOGENESIS
1378,GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP,GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS
1379,GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT,GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS
1380,GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,GO_DEFENSE_RESPONSE_TO_FUNGUS
1381,GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP,GO_DICARBOXYLIC_ACID_TRANSPORT
1382,GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP,GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP
1383,GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS
1384,GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP,GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP
1385,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,GO_ACID_SECRETION
1386,GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP,GO_METANEPHROS_DEVELOPMENT
1387,GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP,GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP
1388,GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP,GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP
1389,GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,GSE5589_WT_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP
1390,GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP,GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_UP
1391,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_UP,GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP
1392,GSE11924_TFH_VS_TH17_CD4_TCELL_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_UP
1393,GO_ARTERY_DEVELOPMENT,GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION
1394,GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP,GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP
1395,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP,GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_UP
1396,GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION,GO_TISSUE_MIGRATION
1397,GO_SKIN_EPIDERMIS_DEVELOPMENT,GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP
1398,GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP
1399,GO_CELL_FATE_SPECIFICATION,GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP
1400,GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP,GO_SYNAPTIC_VESICLE_CYCLE
1401,GSE20715_WT_VS_TLR4_KO_LUNG_UP,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP
1402,GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP,GO_POSTREPLICATION_REPAIR
1403,GO_MAINTENANCE_OF_LOCATION_IN_CELL,GSE42021_TCONV_PLN_VS_CD24INT_TCONV_THYMUS_UP
1404,GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP,GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING
1405,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_UP,GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP
1406,GO_REGULATION_OF_CILIUM_ASSEMBLY,GO_WATER_HOMEOSTASIS
1407,GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP,GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP
1408,GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP,GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP
1409,GSE3039_CD4_TCELL_VS_NKT_CELL_UP,GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP
1410,GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP,GSE27786_BCELL_VS_MONO_MAC_UP
1411,GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,GO_ENDOTHELIAL_CELL_MIGRATION
1412,GO_EMBRYONIC_PATTERN_SPECIFICATION,GO_CENTROMERE_COMPLEX_ASSEMBLY
1413,GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,GO_REGULATION_OF_MUSCLE_ADAPTATION
1414,GO_REGULATION_OF_LIPASE_ACTIVITY,GSE13306_TREG_VS_TCONV_UP
1415,GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP,GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
1416,GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP,GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
1417,GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO_TETRAPYRROLE_METABOLIC_PROCESS
1418,GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP,GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY
1419,GSE14308_TH2_VS_NATURAL_TREG_UP,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP
1420,GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP,GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION
1421,GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP,GO_HISTONE_EXCHANGE
1422,GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT,GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY
1423,GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP,GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP
1424,GSE17721_4_VS_24H_CPG_BMDC_UP,GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_UP
1425,GSE2706_UNSTIM_VS_8H_LPS_DC_UP,GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_UP
1426,GO_BLASTOCYST_DEVELOPMENT,GSE27786_NKTCELL_VS_ERYTHROBLAST_UP
1427,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_42H_UP,GSE20715_0H_VS_24H_OZONE_LUNG_UP
1428,GO_REGULATION_OF_TOR_SIGNALING,GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_UP
1429,GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP,GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_UP
1430,GO_MOLTING_CYCLE,GO_POLYOL_METABOLIC_PROCESS
1431,GSE27786_CD4_VS_CD8_TCELL_UP,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
1432,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP,GSE3039_NKT_CELL_VS_B1_BCELL_UP
1433,GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO_CHLORIDE_TRANSPORT
1434,GO_FATTY_ACID_BETA_OXIDATION,GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP
1435,GO_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,GO_SENSORY_PERCEPTION_OF_PAIN
1436,GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP,GO_FATTY_ACID_CATABOLIC_PROCESS
1437,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY
1438,GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP,GO_DRUG_METABOLIC_PROCESS
1439,GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP
1440,GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP,GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP
1441,GO_CELLULAR_RESPONSE_TO_UV,GO_REGULATION_OF_CELLULAR_PH
1442,GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP,GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_UP
1443,GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP,GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP
1444,GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
1445,GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP,GO_IRON_ION_TRANSPORT
1446,GO_PROTEIN_COMPLEX_LOCALIZATION,GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP
1447,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP,GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS
1448,GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP,GSE28237_EARLY_VS_LATE_GC_BCELL_UP
1449,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP
1450,GSE10240_IL22_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_IL6_TREATED_UP
1451,GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP,GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP
1452,GO_RECOMBINATIONAL_REPAIR,GO_NEGATIVE_REGULATION_OF_AXONOGENESIS
1453,GO_REGULATION_OF_AMINE_TRANSPORT,GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY
1454,GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_UP,GSE17721_LPS_VS_CPG_6H_BMDC_UP
1455,GSE10273_HIGH_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP,GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP
1456,GSE18148_CBFB_KO_VS_WT_TREG_UP,GO_HORMONE_BIOSYNTHETIC_PROCESS
1457,GSE20366_TREG_VS_TCONV_UP,GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS
1458,GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP,GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_UP
1459,GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP,GO_TRNA_MODIFICATION
1460,GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS
1461,GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_UP,GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP
1462,GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS,GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP
1463,GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD,GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP
1464,GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,GO_POST_EMBRYONIC_DEVELOPMENT
1465,GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP,GSE19512_NAUTRAL_VS_INDUCED_TREG_UP
1466,GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,GO_REGULATION_OF_KIDNEY_DEVELOPMENT
1467,GO_NEGATIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT,GO_REGULATION_OF_STEM_CELL_PROLIFERATION
1468,GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,GSE5589_UNSTIM_VS_180MIN_LPS_AND_IL10_STIM_MACROPHAGE_UP
1469,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_UP
1470,GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP,GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS
1471,GSE27786_BCELL_VS_NEUTROPHIL_UP,GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS
1472,GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP,GO_CELLULAR_RESPONSE_TO_FATTY_ACID
1473,GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP,GSE11924_TH2_VS_TH17_CD4_TCELL_UP
1474,GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP,GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP
1475,GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_UP,GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP
1476,GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO_PEPTIDE_TRANSPORT
1477,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_UP,GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_12H_UP
1478,GO_ENDODERM_FORMATION,GSE40273_XBP1_KO_VS_WT_TREG_UP
1479,GO_AXIS_SPECIFICATION,GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS
1480,GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP,GO_FEEDING_BEHAVIOR
1481,GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP,GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
1482,GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_UP,GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP
1483,GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE,GSE34179_THPOK_KO_VS_WT_VA14I_NKTCELL_UP
1484,GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_UP,GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION
1485,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP
1486,GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP,GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS
1487,GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP,GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP
1488,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP,GSE17721_POLYIC_VS_CPG_24H_BMDC_UP
1489,GSE31622_WT_VS_KLF3_KO_BCELL_UP,GO_L_AMINO_ACID_TRANSPORT
1490,GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,GSE17721_12H_VS_24H_POLYIC_BMDC_UP
1491,GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP,GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP
1492,GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP,GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP
1493,GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP,GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
1494,GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GSE20366_CD103_POS_VS_NEG_TREG_KLRG1NEG_UP
1495,GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP,GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP
1496,GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,GO_NEUROPEPTIDE_SIGNALING_PATHWAY
