,b,t,mono
1410,GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP,GSE10240_CTRL_VS_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,GO_ENDODERM_DEVELOPMENT
1411,GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ER,GSE17721_LPS_VS_CPG_12H_BMDC_UP,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER
1412,GSE7219_WT_VS_NIK_NFKB2_KO_LPS_AND_ANTI_CD40_STIM_DC_UP,GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP
1413,GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP,GO_RESPONSE_TO_GAMMA_RADIATION,GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP
1414,GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP,GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP
1415,GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP,GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP
1416,GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP,GO_POSITIVE_REGULATION_OF_AUTOPHAGY,GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION
1417,GO_RESPONSE_TO_HEAT,GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP,GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP
1418,GO_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,GO_L_AMINO_ACID_TRANSPORT,GSE21063_WT_VS_NFATC1_KO_3H_ANTI_IGM_STIM_BCELL_UP
1419,GO_POSITIVE_REGULATION_OF_STAT_CASCADE,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP,GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP
1420,GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP,GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP,GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_UP
1421,GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP,GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP
1422,GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4HIGH_BCELL_UP,GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP
1423,GSE1460_DP_VS_CD4_THYMOCYTE_UP,GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP,GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS
1424,GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_UP,GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP,GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP
1425,GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP,GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP,GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP
1426,GSE6259_BCELL_VS_CD4_TCELL_UP,GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP,GSE14308_TH17_VS_INDUCED_TREG_UP
1427,GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP,GO_STAT_CASCADE,GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
1428,GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP,GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP,GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP
1429,GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP,GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP,GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP
1430,GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP,GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP,GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP
1431,GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,GO_CELLULAR_RESPONSE_TO_CAMP,GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_UP
1432,GSE17721_POLYIC_VS_CPG_2H_BMDC_UP,GSE17721_POLYIC_VS_CPG_4H_BMDC_UP,GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP
1433,GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP,GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION
1434,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_UP,GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP,GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP
1435,GSE42724_MEMORY_VS_B1_BCELL_UP,GO_NEURAL_NUCLEUS_DEVELOPMENT,GO_CARDIAC_CONDUCTION
1436,GSE3982_NEUTROPHIL_VS_BASOPHIL_UP,GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_UP,GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_UP
1437,GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_UP,GSE6875_TCONV_VS_TREG_UP
1438,GO_LIMBIC_SYSTEM_DEVELOPMENT,GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_UP,GSE25846_IL10_POS_VS_NEG_CD8_TCELL_DAY7_POST_CORONAVIRUS_BRAIN_UP
1439,GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP,GSE10273_HIGH_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP
1440,GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP,GSE46242_CTRL_VS_EGR2_DELETED_TH1_CD4_TCELL_UP,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_UP
1441,GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP,GSE3982_MAST_CELL_VS_BASOPHIL_UP,GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT
1442,GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP,GO_CERAMIDE_METABOLIC_PROCESS,GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_UP
1443,GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP,GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO_RESPONSE_TO_DSRNA
1444,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_UP
1445,GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP,GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP,GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
1446,GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP,GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP,GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_UP
1447,GO_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP,GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION
1448,GO_LYTIC_VACUOLE_ORGANIZATION,GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP,GSE7460_TREG_VS_TCONV_ACT_UP
1449,GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP,GSE4748_CYANOBACTERIUM_LPSLIKE_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP,GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP
1450,GO_REGULATION_OF_PROTEIN_ACETYLATION,GSE27786_LIN_NEG_VS_NKTCELL_UP,GSE3982_EOSINOPHIL_VS_MAC_UP
1451,GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP,GO_REGULATION_OF_BEHAVIOR,GSE1460_DP_VS_CD4_THYMOCYTE_UP
1452,GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP,GO_REGULATION_OF_SODIUM_ION_TRANSPORT,GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP
1453,GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP,GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP,GSE24210_IL35_TREATED_VS_RESTING_TREG_UP
1454,GO_FATTY_ACID_TRANSPORT,GSE9037_WT_VS_IRAK4_KO_BMDM_UP,GO_RESPONSE_TO_HEAT
1455,GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP,GSE3982_NKCELL_VS_TH2_UP,GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP
1456,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP,GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_UP
1457,GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP,GO_NEURON_PROJECTION_EXTENSION,GO_CHONDROCYTE_DIFFERENTIATION
1458,GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP,GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP,GSE17721_LPS_VS_CPG_16H_BMDC_UP
1459,GSE27786_CD8_TCELL_VS_MONO_MAC_UP,GO_ACTION_POTENTIAL,GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP
1460,GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP,GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_UP,GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP
1461,GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP,GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP,GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP
1462,GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP,GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_UP,GO_POLYOL_METABOLIC_PROCESS
1463,GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP,GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_UP,GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS
1464,GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP,GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_UP,GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_UP
1465,GO_EMBRYONIC_PLACENTA_DEVELOPMENT,GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GSE7852_LN_VS_THYMUS_TCONV_UP
1466,GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP,GO_MYELOID_CELL_HOMEOSTASIS,GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP
1467,GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP,GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_UP,GSE17721_LPS_VS_POLYIC_6H_BMDC_UP
1468,GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP,GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP
1469,GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GO_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY
1470,GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP,GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP,GSE21927_SPLEEN_VS_BONE_MARROW_MONOCYTE_BALBC_UP
1471,GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_UP,GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP
1472,GO_POLYOL_METABOLIC_PROCESS,GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP,GSE22886_TH1_VS_TH2_12H_ACT_UP
1473,GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GSE17721_POLYIC_VS_CPG_1H_BMDC_UP,GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_UP
1474,GO_AMINOGLYCAN_CATABOLIC_PROCESS,GO_ACTIN_MEDIATED_CELL_CONTRACTION,GSE7831_1H_VS_4H_CPG_STIM_PDC_UP
1475,GO_REGULATION_OF_CELLULAR_PH,GSE13306_TREG_VS_TCONV_UP,GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP
1476,GSE27786_CD4_TCELL_VS_NKCELL_UP,GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP,GSE27786_BCELL_VS_ERYTHROBLAST_UP
1477,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_UP,GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP
1478,GSE43955_10H_VS_60H_ACT_CD4_TCELL_UP,GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP,GO_REGULATION_OF_GLUCOSE_TRANSPORT
1479,GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP,GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP
1480,GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP,GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP
1481,GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP,GO_CELLULAR_RESPONSE_TO_FATTY_ACID,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP
1482,GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP,GSE27786_NKTCELL_VS_ERYTHROBLAST_UP,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP
1483,GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_UP,GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP,GO_STAT_CASCADE
1484,GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP,GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP
1485,GO_REGULATION_OF_BMP_SIGNALING_PATHWAY,GO_MULTICELLULAR_ORGANISM_GROWTH,GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP
1486,GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_UP,GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP
1487,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_52H_UP,GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP,GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MACROPHAGE_UP
1488,GSE3982_MAC_VS_BASOPHIL_UP,GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP,GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_UP
1489,GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP,GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP,GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_UP
1490,GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_UP,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP
1491,GSE17721_LPS_VS_CPG_16H_BMDC_UP,GO_RESPONSE_TO_OSMOTIC_STRESS,GO_PHOTOTRANSDUCTION
1492,GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_UP,GO_BODY_FLUID_SECRETION,GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_UP
1493,GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP,GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP
1494,GO_OLIGODENDROCYTE_DIFFERENTIATION,GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP,GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
1495,GSE27786_NKTCELL_VS_MONO_MAC_UP,GSE7831_1H_VS_4H_CPG_STIM_PDC_UP,GO_FATTY_ACID_TRANSPORT
1496,GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP,GSE23321_CD8_STEM_CELL_MEMORY_VS_EFFECTOR_MEMORY_CD8_TCELL_UP,GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP
1497,GSE22601_DOUBLE_NEGATIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP,GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP
1498,GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_UP,GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_UP
1499,GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_UP,GSE29618_PDC_VS_MDC_UP,GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_UP
1500,GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP,GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP
1501,GO_MATING,GO_PIGMENT_METABOLIC_PROCESS,GO_CELLULAR_RESPONSE_TO_KETONE
1502,GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP,GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_UP,GSE17721_LPS_VS_CPG_24H_BMDC_UP
1503,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP,GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP
1504,GSE17721_LPS_VS_POLYIC_4H_BMDC_UP,GSE18893_TCONV_VS_TREG_2H_CULTURE_UP,GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP
1505,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP,GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP,GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE
1506,GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP,GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_UP,GSE17721_POLYIC_VS_CPG_16H_BMDC_UP
1507,GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_UP,GSE6875_TCONV_VS_FOXP3_KO_TREG_UP,GSE5589_UNSTIM_VS_180MIN_LPS_STIM_MACROPHAGE_UP
1508,GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_UP,GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP,GO_ASSOCIATIVE_LEARNING
1509,GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,GSE6674_CPG_VS_PL2_3_STIM_BCELL_UP,GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_UP
1510,GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO_NEGATIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT,GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
1511,GO_HIPPOCAMPUS_DEVELOPMENT,GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP,GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP
1512,GO_CELL_REDOX_HOMEOSTASIS,GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP
1513,GSE40443_INDUCED_VS_TOTAL_TREG_UP,GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP,GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP
1514,GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP,GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP
1515,GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP,GSE27786_NKCELL_VS_ERYTHROBLAST_UP,GO_ERBB_SIGNALING_PATHWAY
1516,GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP,GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP,GO_REGULATION_OF_BMP_SIGNALING_PATHWAY
1517,GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP,GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP
1518,GSE37301_HEMATOPOIETIC_STEM_CELL_VS_PRO_BCELL_UP,GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP,GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY
1519,GSE11961_FOLLICULAR_BCELL_VS_PLASMA_CELL_DAY7_UP,GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP
1520,GSE6875_WT_VS_FOXP3_KO_TREG_UP,GO_RESPONSE_TO_DSRNA,GO_REGULATION_OF_ORGAN_GROWTH
1521,GO_SINGLE_ORGANISM_MEMBRANE_BUDDING,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_UP
1522,GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP,GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP
1523,GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP,GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP
1524,GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT,GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP
1525,GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_UP,GO_FOREBRAIN_GENERATION_OF_NEURONS,GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP
1526,GSE14308_TH1_VS_INDUCED_TREG_UP,GSE14308_TH1_VS_TH17_UP,GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP
1527,GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP,GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS
